        lS     MSdm       omega
0.261601    98.6556    0.3
6.67266     71.2234    2.96e-05
4.69391     72.1777    7.16e-05
8.29864     93.642     0.000276
9.60473     96.4586    0.000253
6.76384     60.0418    6.39e-05
2.85689     54.7676    9.67e-05
5.01273     22.7483    0.000753
4.66339     90.2694    0.000649
4.82223     27.6302    0.000651
2.74842     86.0076    0.00125
7.57532     58.91      0.000114
7.33025     51.3524    0.000316
1.69406     60.01      1.48e-05
8.50728     36.1464    0.000872
4.68205     48.0381    0.000235
2.81055     42.3029    0.000472
0.922906    84.4015    0.00842
5.4729      43.9065    0.000351
8.25384     66.334     4.25e-06
3.07729     33.444     0.000714
9.58794     44.663     0.000768
8.93014     47.5912    0.000579
8.77314     58.9241    0.000149
3.1787      75.3944    0.000263
3.69847     54.3057    0.000103
5.80022     80.5783    5.02e-05
0.481771    40.2601    0.0137
0.68336     78.0033    0.00566
0.769585    81.8183    0.00332
7.48581     57.7021    0.000147
0.278984    65.6551    0.0022
6.24546     55.7289    0.000149
8.75639     28.3973    0.00113
4.62189     49.1167    0.000213
9.90254     20.9085    0.00164
8.29721     64.2334    1.08e-06
5.46179     75.9098    9.88e-05
6.37292     25.7261    0.000792
1.29951     35.2488    0.00285
4.05403     93.1122    0.00106
7.5699      79.8968    3.09e-05
5.51394     40.5657    0.000421
8.23379     57.5216    0.000182
0.0612516   48.7198    0.235
7.17716     36.5904    0.000664
2.93153     28.8094    0.000933
8.77773     42.4656    0.000728
4.62544     91.3735    0.00072
6.11886     61.578     2.06e-05
4.09349     92.611     0.001
8.32441     78.5774    4.43e-05
2.63841     62.5483    9.41e-08
3.00833     76.1621    0.000321
0.358682    97.4453    0.152
3.82238     51.7775    0.000149
9.11539     73.4756    2.53e-05
5.12019     61.5407    1.53e-05
4.45676     66.6574    1.63e-05
9.72548     37.5255    0.00105
1.11936     23.2034    0.00641
8.07278     34.2076    0.000851
9.21926     82.6519    3.63e-05
9.8882      50.8647    0.00056
0.189812    71.9516    0.0337
6.52658     84.6897    0.000207
6.26594     62.7944    1.37e-07
6.29812     31.6853    0.000663
7.49557     82.7868    5.79e-05
0.621548    64.4316    0.000204
8.42526     59.7215    0.000109
4.72287     90.1126    0.000626
4.10578     86.5444    0.000604
9.35863     30.9195    0.00118
1.13927     94.0442    0.0131
9.22687     37.0111    0.000971
7.67632     37.6523    0.000705
5.86909     49.7921    0.000255
7.52623     59.921     8.18e-05
8.42336     72.9578    2.68e-05
8.45357     53.4379    0.000335
1.44635     98.7222    0.0113
8.23254     98.617     0.000393
9.48383     79.1351    2.94e-05
3.54896     48.9466    0.000209
8.75616     53.7967    0.000344
5.30434     70.4722    3.89e-05
1.44499     44.9212    0.00113
3.31188     46.625     0.000274
3.22114     67.5953    4.43e-05
6.09682     62.7415    1.12e-07
0.171781    97.758     0.633
2.93279     82.294     0.000291
8.16354     77.2072    5.06e-05
2.76981     92.8274    0.00216
9.24389     25.6089    0.00132
1.46875     25.5606    0.0035
0.0207161   86.8042   15.7
9.38256     25.8187    0.00134
0.402831    86.2977    0.0517
2.36604     97.9288    0.00417
7.98499     40.7408    0.000668
6.07624     48.4121    0.000297
8.23658     95.6801    0.000323
7.66188     69.735     1.58e-05
8.0021      56.4545    0.000207
2.57595     28.3385    0.00107
9.50049     95.6267    0.000245
8.68157     27.9817    0.00113
6.11697     90.8859    0.000404
7.59207     60.1443    7.63e-05
7.53023     72.491     3.05e-05
3.9485      66.7842    2.18e-05
4.42321     52.9574    0.000138
7.54918     65.7617    3.8e-06
7.38509     71.9206    2.82e-05
7.79067     42.9569    0.000584
2.27779     84.5755    0.00156
2.21643     93.1375    0.0034
9.09038     99.5838    0.000345
1.29496     49.6217    0.000791
5.46747     72.6865    5.89e-05
2.34081     73.7115    0.000367
6.55477     51.3891    0.000263
6.63124     78.4082    7.06e-05
9.92411     95.6985    0.000226
8.95925     66.74      4.34e-06
9.78679     27.9198    0.00137
2.44723     34.4508    0.000887
6.36981     89.6172    0.000337
1.36561     24.4159    0.0042
3.07698     56.9293    5.64e-05
9.998       83.4683    4.98e-05
8.73932     64.1512    9.03e-07
6.59222     95.5488    0.000493
2.89518     70.2822    0.00012
5.22165     75.5002    0.000102
3.26034     30.4185    0.000759
9.31605     59.8338    0.000127
7.01643     51.1473    0.000299
9.18134     41.3781    0.000823
2.20527     34.7055    0.00107
8.65003     62.1426    1.62e-05
5.32501     47.0842    0.00028
1.38348     55.4318    0.000198
8.06342     29.4652    0.000968
7.12061     83.6581    0.00011
4.39322     86.6816    0.000537
5.16301     56.4511    9.85e-05
5.35216     76.6901    0.000111
0.682122    67.8347    0.000981
7.80015     46.1406    0.000499
1.00024     49.0678    0.0014
8.09064     91.7751    0.000252
2.03012     86.8262    0.00241
2.3462      40.45      0.000657
1.0211      37.2566    0.00401
0.490481    69.4563    0.00303
8.86591     55.0923    0.000303
6.58167     38.787     0.000547
3.73376     77.2972    0.000228
0.399215    88.7424    0.0651
2.35716     30.2811    0.00117
7.34758     67.2261    7.78e-06
4.93158     31.1358    0.000581
7.79791     31.8712    0.000864
8.60312     59.1713    0.000135
7.28773     30.5593    0.000814
1.8863      22.7673    0.0024
2.82332     66.3295    3.43e-05
8.27511     59.285     0.000121
6.17475     40.4546    0.000472
8.96033     22.2292    0.00135
6.56902     66.588     7.44e-06
9.14035     70.7522    1.44e-05
7.64738     69.391     1.45e-05
3.18944     95.153     0.00195
0.0984151   65.6298    0.0164
8.1971      83.3291    6.65e-05
9.88562     86.156     0.000107
8.53186     40.4466    0.000753
6.90158     46.9958    0.000391
9.55312     27.5059    0.00133
4.20534     55.3632    9.28e-05
8.29067     38.8253    0.000764
8.08543     29.309     0.000976
1.52658     59.3417    2.51e-05
1.55604     35.4737    0.00199
4.11392     23.6678    0.000774
6.05107     94.3967    0.000536
2.49011     35.5066    0.000809
7.51344     89.2624    0.000238
3.88828     91.5427    0.00102
6.94563     48.6461    0.000355
5.52831     71.0504    4.1e-05
4.34817     21.5281    0.000802
7.32014     37.8951    0.000652
3.06566     83.0589    0.000382
9.57328     60.6843    9.25e-05
8.27882     84.1923    0.000106
7.09937     65.7872    4.35e-06
0.26951     36.5337    0.053
7.13677     24.4789    0.000925
6.86894     33.4786    0.000693
4.67886     22.2958    0.000765
4.50469     44.4849    0.000301
4.52097     78.9651    0.000129
9.71208     72.8137    1.98e-05
3.10712     74.1608    0.000229
7.24229     47.0305    0.000421
5.18751     25.5166    0.0007
9.33414     90.8799    0.000178
0.245169    87.7972    0.153
2.17948     96.82      0.00454
0.4928      63.527     0.000119
7.9982      72.6174    2.78e-05
2.22388     50.2233    0.000265
1.49343     78.9083    0.00109
2.70117     92.6816    0.00224
1.34789     32.8025    0.00302
2.42346     46.1505    0.00038
7.01885     23.5213    0.000928
3.07329     28.7018    0.000877
3.66202     59.4054    2.91e-05
2.71599     82.1854    0.000325
7.88945     61.5703    3.37e-05
6.14128     55.0633    0.000159
5.69341     82.7919    9.92e-05
8.83798     74.2583    3.07e-05
4.8432      61.9254    8.57e-06
7.15889     77.5005    6.54e-05
3.55423     38.7052    0.000464
6.77591     98.3703    0.000564
6.17544     65.1333    3.88e-06
6.50549     67.3419    1.03e-05
4.74765     21.1721    0.000789
9.99712     74.3882    2.47e-05
1.20052     68.7834    0.000443
5.70129     72.008     4.75e-05
8.5333      77.8411    4.63e-05
9.49698     40.6276    0.000899
3.60415     73.1566    0.000144
6.37639     69.2954    2.01e-05
8.20377     51.1252    0.000392
0.0491369   47.7463    0.426
3.62625     53.6529    0.000113
0.997043    59.3269    3.42e-05
8.61297     57.9801    0.00018
3.38399     42.3307    0.000383
2.59247     83.2946    0.000614
3.69121     80.7767    0.000124
1.18462     81.6604    0.00137
3.23505     46.8226    0.000274
7.68644     78.7227    4.99e-05
4.0992      70.5478    6.52e-05
4.12983     83.4772    0.000282
4.7194      75.349     0.000122
3.19592     58.1116    4.02e-05
6.52258     91.4822    0.000374
5.74827     63.7332    1.28e-06
4.47117     60.1321    2.92e-05
2.26077     83.7012    0.00103
0.535985    63.5123    9.89e-05
0.13332     43.8525    0.117
3.75049     58.1046    4.57e-05
6.11558     76.8572    8.68e-05
3.62951     76.8512    0.000236
4.25785     79.4363    0.00012
9.78364     78.4278    3.34e-05
2.64881     94.7587    0.00271
1.41992     74.6003    0.00111
8.34898     97.3632    0.000353
4.19051     83.7443    0.000319
8.68363     24.7609    0.00121
1.94275     76.8405    0.000783
3.27093     56.2936    6.69e-05
1.71477     43.6141    0.000924
8.29007     49.3219    0.000455
4.94212     80.1647    6.76e-05
2.68372     23.7389    0.00118
6.64977     74.9647    5.95e-05
3.45737     83.4893    0.000402
7.70665     54.5297    0.000251
7.47961     42.2845    0.000565
4.15805     85.6913    0.000545
7.09412     84.4496    0.000167
9.18191     25.9475    0.00129
7.44891     60.3323    6.79e-05
7.37869     47.7524    0.000414
4.15121     37.3761    0.000456
0.452871    26.7358    0.0315
5.46237     62.8513    2.26e-07
5.90851     27.2483    0.000713
7.21179     91.8343    0.000316
8.62539     73.1866    2.67e-05
8.59466     44.6369    0.000635
8.30058     33.6217    0.000905
3.55782     42.3662    0.000368
3.21365     55.3908    8.18e-05
9.59735     65.1911    1.7e-06
8.47591     27.0476    0.00111
6.44553     41.563     0.000473
4.04844     43.6017    0.000318
8.61502     48.7786    0.000505
2.06071     49.2301    0.000346
8.50321     27.0567    0.00111
2.27307     35.4187    0.000968
2.47759     53.21      0.00015
8.90633     88.8034    0.000165
3.35704     62.6169    1.54e-07
3.10084     72.0343    0.000155
6.45357     89.0258    0.000313
7.72673     38.6789    0.000687
1.70128     23.9175    0.00281
8.7623      53.3933    0.000359
9.17691     78.428     3.78e-05
4.46394     40.476     0.000384
7.27458     34.4874    0.000725
6.88405     54.4398    0.000209
7.53466     40.5125    0.000616
4.09197     99.1719    0.00157
3.89581     42.6321    0.000344
8.72285     42.8043    0.000709
3.58334     38.3318    0.000471
0.781827    71.0395    0.00181
6.50097     55.8554    0.000157
4.39267     22.8064    0.000768
8.01729     77.1826    5.24e-05
7.49446     46.8961    0.000448
2.48934     22.5917    0.00142
4.19005     47.1636    0.000243
8.37861     57.4935    0.000189
9.68272     46.2752    0.00072
8.95191     90.0521    0.000181
8.82739     48.9202    0.000522
7.12241     26.0187    0.000889
8.39275     44.6155    0.000611
5.88712     20.6249    0.000847
9.23699     99.2706    0.000328
1.07368     47.735     0.00146
3.57179     96.1968    0.00168
2.33379     69.2793    0.000141
6.71168     21.3648    0.00093
1.00025     39.4938    0.0036
0.994231    48.8074    0.00147
3.23342     30.3882    0.000767
8.71351     96.511     0.000307
8.0687      39.3977    0.000716
6.39427     62.9813    2.56e-07
8.84614     22.679     0.00131
1.32251     64.9525    6.96e-05
3.40999     23.3886    0.000929
6.82052     34.752     0.00066
1.0075      91.8305    0.0141
9.83215     88.4942    0.000133
4.14591     36.398     0.000478
5.58384     55.0958    0.000137
5.24473     67.2512    1.51e-05
5.58178     88.6848    0.000403
7.94709     29.7213    0.000941
7.99228     74.938     4.15e-05
9.25947     92.4677    0.000205
4.77572     53.4955    0.000138
9.06413     90.8954    0.000189
6.28479     77.4923    8.4e-05
3.25238     63.6249    3.4e-06
8.69407     22.4636    0.00128
0.221341    70.102     0.0166
4.04219     91.6042    0.00095
3.14266     94.8586    0.00196
4.98603     72.7528    7.13e-05
0.929109    57.1789    0.000176
2.30783     74.7411    0.000445
3.56353     55.3245    8.43e-05
0.0901076   34.1132    0.483
5.35906     39.905     0.000425
7.87138     38.0683    0.000722
2.79239     43.5994    0.000429
4.03074     59.5549    3.13e-05
0.539731    37.5283    0.0133
7.94921     45.0991    0.000544
9.3684      26.3848    0.00132
8.28461     92.6001    0.000256
9.51775     95.9062    0.000248
7.3196      59.4346    9.17e-05
1.12508     46.6042    0.00153
5.86195     97.6184    0.000711
0.271723    66.325     0.00323
4.32526     36.6794    0.000466
9.79762     52.2626    0.000491
7.17229     99.6542    0.000547
6.94963     74.9003    5.41e-05
9.74369     37.6671    0.00104
1.85953     99.0039    0.00711
4.60338     37.0416    0.000457
6.99154     69.5324    1.79e-05
4.53466     86.3215    0.000489
7.05484     91.9161    0.000332
7.54789     76.6493    5.7e-05
9.25646     47.1251    0.000634
5.69686     68.0037    1.69e-05
3.9342      80.3445    0.000105
6.53897     31.9549    0.000685
2.73222     64.6536    1.36e-05
1.52467     55.6285    0.000158
5.45454     65.2815    5.44e-06
4.258       22.7765    0.00078
9.56628     33.6323    0.00114
3.32236     51.465     0.000158
7.51769     21.6773    0.00106
8.45643     35.8669    0.000871
2.1168      54.7847    0.000128
7.15294     86.6283    0.000208
2.73412     85.0601    0.00115
7.60067     35.0984    0.000757
7.69607     72.5013    2.93e-05
0.630452    69.5347    0.0019
1.57061     24.516     0.0032
4.93941     72.0646    6.34e-05
7.15738     34.4496    0.00071
2.23861     26.2114    0.00153
4.80949     88.364     0.000523
5.89011     82.2848    7.45e-05
6.84514     32.2386    0.000717
3.33157     57.668     4.71e-05
2.19342     69.0605    0.000149
1.92301     65.3442    4.31e-05
3.08395     70.6817    0.000117
7.98335     34.1414    0.000839
0.538989    29.7441    0.02
1.28474     24.8544    0.00464
3.79668     72.7171    0.00012
2.51657     73.0599    0.000284
3.31178     94.8417    0.00177
5.82842     71.9924    4.53e-05
4.34113     54.9508    0.000102
8.57397     21.1583    0.00129
1.13919     75.4075    0.0019
4.41568     51.323     0.000167
6.91796     35.8403    0.000648
5.49033     43.5262    0.00036
6.75473     81.4061    4.37e-05
6.01514     29.9902    0.000669
5.50633     48.1164    0.000269
4.70516     84.9368    0.0004
4.86916     61.9213    8.71e-06
1.36618     32.6311    0.00297
1.75094     39.9741    0.00119
3.82221     51.3829    0.000157
2.33596     78.6528    0.000494
0.279084    93.5154    0.187
0.638406    73.9547    0.00469
7.70251     34.6662    0.000782
7.53164     98.8264    0.000473
9.16773     56.7318    0.000255
1.24241     59.6682    2.21e-05
8.58874     94.4911    0.000274
9.16327     42.6798    0.000777
4.4806      52.8667    0.000141
7.21344     84.4027    0.000157
7.45221     38.9381    0.000644
1.98117     89.2237    0.00311
4.26518     77.1151    0.000176
4.64924     89.0454    0.000591
6.55845     33.5097    0.000655
1.51394     78.8702    0.00107
1.22345     56.7035    0.000149
4.10031     54.5133    0.000105
1.63031     68.4015    0.000218
0.646729    39.7643    0.00811
0.237549    99.3012    0.376
3.41005     82.5562    0.000241
5.0236      78.5939    0.000116
6.44211     84.0817    0.000163
4.88884     73.6473    8.72e-05
0.132099    59.4237    6.06e-05
5.72631     90.0828    0.00043
1.75247     50.0942    0.000413
0.459912    38.6483    0.0168
1.99949     90.4036    0.00336
0.574806    92.4469    0.0433
5.53597     98.4556    0.000838
1.69116     91.4279    0.00503
8.24489     91.4072    0.000236
5.2032      71.7773    5.4e-05
7.88649     85.2774    0.000152
9.45204     29.2744    0.00125
3.76716     76.9782    0.000222
1.59092     93.7194    0.00672
0.845934    45.9257    0.00284
0.176597    37.7263    0.11
7.70783     56.3665    0.000196
1.77965     72.0573    0.000457
3.14842     88.2914    0.00118
3.18484     20.5209    0.00111
9.30151     72.0442    1.85e-05
8.79185     57.7015    0.000198
1.03404     59.6336    2.53e-05
6.05859     74.5559    6.69e-05
0.587142    29.9661    0.0168
3.61167     44.1067    0.000321
1.86327     27.6903    0.00205
9.682       75.6801    3.18e-05
5.03449     87.1525    0.000431
5.3334      41.7931    0.000385
9.42638     71.6754    1.67e-05
3.60479     25.2826    0.00082
6.11108     80.3237    4.46e-05
3.77415     41.3299    0.00038
3.23101     94.0508    0.00176
9.64836     20.6909    0.00158
4.06643     86.8904    0.000635
0.268874    62.8024    7.09e-05
3.92913     94.2881    0.00122
2.20082     79.9834    0.000331
1.38142     92.3471    0.00796
6.85596     32.8795    0.000704
6.43866     85.9326    0.00024
2.39761     76.8529    0.000524
8.03538     92.4231    0.000268
6.75894     35.9962    0.000626
9.35836     92.5708    0.000202
3.49278     82.3847    0.000215
8.54916     27.6899    0.00111
1.64492     31.4072    0.00221
0.854559    99.4539    0.0326
3.95869     76.8282    0.0002
2.92837     78.1616    0.000348
1.63533     49.3611    0.000526
5.41565     96.79      0.000784
6.31584     99.121     0.000677
7.3805      77.676     6.15e-05
0.423761    31.5498    0.0291
6.00271     33.7538    0.000593
2.75655     94.9196    0.00254
1.46384     52.8645    0.000354
7.86462     81.0717    3e-05
0.86228     38.4949    0.00511
9.57961     91.0626    0.000172
7.76495     23.5446    0.00106
3.67331     62.3601    1.59e-06
3.82403     51.1492    0.000161
6.41055     52.3459    0.000233
9.76612     28.3255    0.00136
2.64866     68.6835    9.26e-05
1.8578      36.7375    0.00132
1.31479     61.4834    3.11e-06
0.784907    72.4839    0.00242
1.38452     88.8464    0.00601
1.00199     56.9175    0.000182
5.47943     42.1774    0.000386
8.10294     68.8846    1.12e-05
0.674295    22.514     0.0172
2.42663     99.5494    0.0044
0.206698    23.844     0.155
8.0969      21.4532    0.00118
6.70971     58.3768    0.000104
9.50187     83.1587    4.47e-05
8.5373      32.9759    0.000964
7.84627     39.7032    0.000677
9.16173     30.0144    0.00117
7.54229     73.093     3.41e-05
3.12124     90.9315    0.00149
6.49648     23.8333    0.000846
1.15581     31.2772    0.00436
3.19136     51.1572    0.000169
7.37845     54.9973    0.00022
6.76034     95.1503    0.000457
7.52359     57.4552    0.000156
3.83748     52.5155    0.000136
5.10518     56.6965    9.27e-05
7.92453     72.5542    2.79e-05
1.76821     90.2692    0.00422
4.18943     49.0727    0.000204
5.38837     77.551     0.000113
3.25575     84.3094    0.000694
7.7522      24.1596    0.00104
1.27181     65.0616    8.08e-05
3.83261     79.8875    0.000116
4.61204     58.6371    5.15e-05
3.7235      59.0853    3.34e-05
2.23646     89.8231    0.00259
6.59556     37.6015    0.000573
3.82613     81.6248    0.00014
6.83385     84.4397    0.000179
2.70465     29.1022    0.000946
7.91165     76.1914    4.99e-05
7.49576     64.691     1.95e-06
6.7293      93.2543    0.000402
8.96825     68.7113    8.74e-06
3.2339      72.2773    0.00015
6.76153     75.1859    5.95e-05
1.51033     83.7406    0.00229
0.843063    40.1573    0.00476
7.40023     28.1715    0.000885
0.206796    80.9399    0.0342
8.04425     72.5924    2.73e-05
6.07277     56.3985    0.000128
1.30126     74.4097    0.00128
9.66334     53.1396    0.000441
6.67144     38.8601    0.000554
5.34474     40.454     0.000413
7.05206     59.2915    8.94e-05
5.63212     82.7132    9.75e-05
4.10152     28.8191    0.000654
8.08339     76.9487    5.1e-05
4.02625     57.1942    6.2e-05
2.83837     94.7312    0.00237
0.436086    48.854     0.00701
3.52177     44.8007    0.000308
8.11863     60.2997    8.11e-05
6.78812     40.0644    0.00054
6.65834     64.696     2.46e-06
6.75554     75.9998    6.63e-05
5.7149      67.2812    1.29e-05
1.49703     73.0303    0.000771
4.81324     31.3047    0.000576
3.9781      38.5541    0.000436
6.59611     28.9186    0.000754
3.0326      79.8479    0.000184
1.5808      81.6128    0.000778
2.14021     52.8652    0.000183
1.50408     76.7044    0.00127
8.45096     41.4763    0.000711
1.34638     31.5971    0.00321
4.05947     40.9667    0.000377
5.42649     98.4436    0.00087
0.453332    32.5343    0.0245
4.36881     74.786     0.000131
0.427097    34.3614    0.0249
0.173712    49.3889    0.0359
9.76707     25.6318    0.00144
7.90094     71.0486    2.05e-05
2.38969     82.6165    0.000496
5.70295     70.1583    3.13e-05
7.1157      86.6358    0.000211
0.552558    64.5457    0.000282
0.277712    54.8485    0.00275
5.31311     76.7289    0.000113
5.90584     79.2414    6.99e-05
3.37265     41.0577    0.00042
6.78607     74.4877    5.32e-05
4.52629     29.8941    0.000607
0.262901    99.3882    0.311
5.20173     92.1196    0.000607
1.72146     54.2915    0.000187
2.24059     43.7355    0.000548
5.28491     83.2974    0.000153
1.49273     38.856     0.00175
4.85804     46.6687    0.000268
3.7079      73.5769    0.000147
5.65769     35.8409    0.000524
0.591783    62.2064    6.15e-07
9.56487     63.04      1.36e-07
3.48573     60.7676    1.41e-05
1.56322     26.5533    0.00299
1.53486     37.8201    0.00178
4.4586      38.2722    0.000431
7.67306     20.616     0.00111
5.58588     60.211     4.18e-05
3.49572     25.8376    0.000832
8.82361     54.9595    0.000305
3.55121     66.7652    2.66e-05
1.62575     37.4758    0.00163
3.13692     97.5268    0.00236
0.939924    54.1854    0.000588
7.95698     71.7308    2.35e-05
8.23375     34.3878    0.000873
7.62974     63.6701    6.79e-07
2.3772      77.9387    0.00053
7.91851     29.4002    0.000944
6.72649     32.5044    0.000696
1.06723     43.5697    0.0023
7.41033     46.7839    0.000443
6.99879     56.1398    0.000171
1.85169     60.4689    1.01e-05
4.70187     98.6042    0.00116
1.57265     99.6489    0.0102
1.01333     56.0317    0.000271
0.524695    56.669     0.000472
4.13974     72.8062    0.000103
6.30273     60.2141    5.22e-05
0.587319    74.3136    0.00583
0.760446    25.2309    0.0124
0.509759    49.7352    0.00459
3.88607     66.688     2.16e-05
4.11505     42.3281    0.000346
1.65465     49.6844    0.000491
5.19454     72.0605    5.75e-05
5.4319      78.2177    0.000106
4.87422     80.1557    6.95e-05
8.25693     85.0393    0.000136
7.91788     58.3319    0.000143
9.50558     20.7872    0.00154
1.71008     39.4111    0.0013
5.36823     53.9626    0.00015
8.08637     42.1782    0.000643
5.58319     49.8911    0.000238
2.06427     64.9608    2.94e-05
6.51476     79.8862    4.14e-05
6.56993     20.991     0.000919
8.68648     44.3329    0.000657
9.00921     60.4016    9.46e-05
4.08954     40.7844    0.000381
2.00924     66.6148    7.55e-05
2.45891     81.9009    0.000358
1.3662      39.5898    0.00197
4.85258     30.221     0.000599
2.87494     59.1676    2.56e-05
7.41388     31.7296    0.000807
6.91113     57.9298    0.000121
6.53301     97.6758    0.000579
6.74409     76.1302    6.75e-05
2.14468     86.2961    0.00207
0.56759     62.1714    6.83e-07
0.315203    24.0222    0.0692
3.49953     52.1077    0.000143
9.60239     88.4116    0.000138
8.25233     20.8321    0.00123
2.35938     35.3608    0.000904
2.13822     43.5994    0.000606
4.00483     45.3778    0.00028
4.52271     59.3923    3.96e-05
7.02591     48.288     0.00037
8.92317     93.9042    0.000244
3.08606     71.3532    0.000136
7.40082     23.7471    0.000986
8.21495     87.7281    0.000176
1.20612     61.8869    1.57e-06
4.743       88.6181    0.000548
5.79088     58.6466    7.48e-05
4.57255     23.7068    0.000738
1.67941     31.3909    0.00213
7.41548     96.8966    0.00043
7.12891     95.5591    0.000424
9.4161      80.1369    1.94e-05
8.84109     46.0929    0.000619
4.4053      28.6786    0.000637
1.70743     25.9677    0.00259
0.200843    53.5041    0.00802
5.97253     38.8928    0.000487
9.30086     82.1114    2.89e-05
6.60378     59.3847    7.69e-05
5.07098     78.0139    0.000124
0.468464    23.9455    0.0327
9.85595     98.9098    0.000283
6.19423     82.4334    7.16e-05
7.69812     88.5972    0.000215
6.34555     94.3391    0.000487
9.24629     77.4278    4e-05
8.28985     61.6677    3.34e-05
5.56996     78.4773    9.73e-05
5.545       98.8691    0.000857
1.63648     87.6348    0.00393
7.18567     89.4277    0.000263
1.51835     22.8087    0.00363
6.99484     72.663     3.63e-05
7.67026     55.1935    0.00023
0.959059    40.5977    0.0036
6.41202     25.3616    0.000804
2.85025     25.3897    0.000996
3.19558     50.7013    0.000179
2.10762     97.07      0.00493
3.82488     70.5091    7.39e-05
1.79045     63.8685    1.49e-05
2.55217     76.461     0.000452
0.71565     60.5266    1.13e-05
6.20812     79.8158    4.69e-05
1.41135     97.7009    0.0111
0.515828    28.4575    0.023
2.04626     35.0996    0.00121
4.70621     88.8618    0.000568
0.416943    58.3878    0.000135
1.45795     33.5173    0.00251
1.46854     67.4846    0.000196
5.80223     30.9484    0.000631
7.19968     39.9528    0.000589
1.22581     23.2207    0.00538
9.65949     27.0176    0.00137
0.663315    77.484     0.00617
0.62305     82.7561    0.00727
8.39269     57.4795    0.00019
9.77832     68.3235    6.55e-06
9.97758     75.9647    3.11e-05
2.28228     56.9007    6.34e-05
2.39578     52.6035    0.000175
4.25954     22.6516    0.000783
9.40099     40.2649    0.000895
8.66631     69.4657    1.16e-05
5.07071     53.0027    0.000157
9.00373     91.3651    0.000199
5.97091     53.7942    0.000179
8.17555     42.9532    0.000632
2.64129     56.4895    6.56e-05
4.08282     72.8789    0.000108
3.3406      51.5909    0.000155
1.11417     65.0034    0.000101
3.22903     65.5461    1.77e-05
3.06807     30.1191    0.00083
2.64805     97.7493    0.00332
4.76399     71.8157    6.46e-05
7.2208      23.3585    0.000964
5.8866      34.978     0.000559
8.92289     83.0797    4.82e-05
8.74203     56.7242    0.000234
9.47998     83.8184    6.75e-05
4.30674     30.2557    0.000608
0.871672    35.2568    0.0061
9.13159     99.1941    0.000334
7.79048     45.5707    0.000514
0.465909    41.2566    0.0136
5.93293     86.5342    0.000297
7.29336     79.4384    4.27e-05
8.36974     81.0681    2.66e-05
7.60011     45.4842    0.000496
4.24887     79.4888    0.000118
7.01814     21.2602    0.00098
9.97433     81.4726    2.08e-05
0.554804    34.8316    0.0148
3.81795     28.1905    0.000703
5.52649     92.1883    0.000543
2.04913     47.402     0.000443
9.51623     82.4019    3.07e-05
5.823       78.025     9.5e-05
1.14691     26.1521    0.00549
5.4633      41.7653    0.000393
2.72048     44.4771    0.000412
9.05419     64.3892    1.05e-06
1.94767     69.37      0.000205
8.66612     70.654     1.56e-05
3.48145     42.5443    0.000369
8.22805     26.1767    0.00108
8.37333     47.3896    0.000524
3.64415     82.4285    0.000201
2.20014     76.6867    0.000612
6.79782     36.2513    0.000625
3.89847     91.5174    0.00101
1.67899     69.1606    0.000258
3.99003     94.0633    0.00117
3.85139     22.2616    0.00085
2.27622     88.8055    0.0023
5.98031     99.5211    0.000771
1.91989     84.9825    0.00227
6.71187     63.8638    1.11e-06
7.86776     46.3935    0.000499
4.59069     32.0614    0.000561
9.92292     32.2506    0.00126
2.05993     41.5093    0.000777
0.966432    40.4866    0.00358
4.29277     25.124     0.000723
3.74748     97.6913    0.00169
8.87673     24.5403    0.00126
7.39343     85.9769    0.000184
8.5497      47.489     0.00054
5.35866     66.5413    1.08e-05
0.154269    95.3395    0.662
0.203867    37.5957    0.0843
2.78805     31.713     0.000815
2.57853     74.5831    0.000351
2.8195      92.8202    0.00209
2.11705     28.7067    0.00154
2.76229     57.4776    4.78e-05
7.09956     21.8453    0.000979
7.17324     88.151     0.000237
7.68872     92.7889    0.0003
2.15281     66.4491    6.14e-05
5.56814     69.3114    2.62e-05
4.89874     95.3292    0.000861
8.38178     72.8013    2.63e-05
7.48277     68.5121    1.17e-05
6.65437     77.7384    7.49e-05
9.43483     67.0348    4.43e-06
9.60413     76.9094    3.65e-05
2.93788     53.54      0.000121
1.48099     91.2817    0.00642
4.13224     65.5906    1.12e-05
3.66101     87.306     0.000807
0.386451    28.0541    0.0404
6.79893     70.6084    2.48e-05
2.96551     70.368     0.000117
6.3379      23.1834    0.00084
0.445098    39.2969    0.0171
6.1959      31.9659    0.000647
5.63547     92.2979    0.000527
5.56318     78.0101    0.000104
1.68608     43.9725    0.000923
3.12204     60.8663    1.13e-05
6.10405     82.9195    9.24e-05
1.19072     62.782     3.44e-06
1.12927     93.7278    0.013
5.40013     64.8819    4.26e-06
7.87305     52.6704    0.000318
6.87621     39.8094    0.000556
0.825635    31.5745    0.00817
9.30863     49.0412    0.000569
4.4761      55.0059    0.000104
9.81935     95.6595    0.00023
8.71884     88.5992    0.000169
8.8479      34.9106    0.000966
8.72478     89.2828    0.000179
0.490835    27.5249    0.0262
9.17773     24.7497    0.00133
5.64441     53.3132    0.000174
4.66699     94.9487    0.000921
8.06769     85.3082    0.000146
0.998322    44.8343    0.00231
1.83084     94.3549    0.00536
2.96657     58.0693    3.95e-05
1.26862     24.2285    0.00487
2.78337     74.0134    0.000276
