        lS     MSdm       omega
4.7819      65.1153    6.32e-06
3.32487     36.6389    0.000554
2.8868      76.1637    0.000347
3.3585      68.331     5.24e-05
0.875074    66.2076    0.000316
4.54743     72.9895    8.91e-05
1.79032     94.9454    0.00584
5.20002     95.0586    0.000753
5.58006     22.6565    0.000779
9.74873     45.295     0.000767
3.37439     63.7636    3.79e-06
2.77649     32.6282    0.00079
2.04834     75.9024    0.000653
8.18368     88.722     0.000193
0.673762    37.6191    0.00866
2.05887     36.5203    0.0011
2.73673     48.1817    0.000281
9.34117     98.6824    0.00031
6.0359      47.0565    0.000323
7.09429     33.4001    0.000724
7.56699     46.9242    0.000454
4.59338     71.1459    6e-05
8.19959     42.3841    0.000651
4.96893     83.7409    0.000229
0.751914    95.227     0.0316
0.36561     65.7308    0.00136
3.08508     45.4769    0.000324
6.12337     42.0083    0.000436
5.80715     55.6239    0.000135
5.07945     76.3329    0.000119
9.75682     20.9481    0.0016
2.55879     64.7956    1.72e-05
4.74384     74.9009    0.000113
9.72102     67.4592    4.92e-06
6.70298     78.1983    7.12e-05
6.51413     70.7276    2.77e-05
4.74792     61.9652    7.73e-06
4.29505     75.3517    0.000146
5.44014     86.5295    0.00035
3.48756     90.2528    0.00114
5.85531     56.7722    0.000113
9.08666     99.4795    0.000343
3.70763     34.1027    0.000567
8.02256     23.2459    0.00111
9.80068     20.8276    0.00162
6.90753     74.8506    5.43e-05
7.50407     27.4954    0.000917
5.62655     94.6657    0.000629
1.92934     92.6542    0.00428
9.7625      89.553     0.000147
0.453982    45.4407    0.00978
5.65474     66.9734    1.17e-05
8.9606      39.9858    0.000833
7.00009     72.0167    3.19e-05
0.509212    82.7005    0.0105
0.762792    55.3557    0.000565
9.31027     90.3545    0.000172
6.69367     28.1021    0.000783
4.771       97.0601    0.00102
9.22992     95.5268    0.000257
9.5342      68.2204    6.65e-06
0.241681    42.715     0.0419
4.63511     97.764     0.00113
2.23815     50.5849    0.000253
1.2775      48.4649    0.000954
7.16656     61.2812    3.63e-05
8.2427      21.9977    0.00119
7.61666     35.3117    0.000754
5.90839     65.6345    5.72e-06
0.773758    78.4881    0.00418
5.12382     92.4124    0.000639
0.537441    21.1458    0.0278
2.38445     80.6896    0.000287
5.75843     22.5335    0.000795
0.398349    80.8065    0.00942
5.16774     91.7332    0.000597
7.40449     30.0612    0.000843
4.84951     32.0209    0.000562
5.65565     73.7739    6.72e-05
6.43615     63.9262    1.3e-06
0.389218    65.7021    0.00118
4.0552      22.874     0.000801
3.99306     64.6289    6.35e-06
8.28033     59.6939    0.000106
1.66958     47.281     0.000664
6.68808     32.7393    0.000686
4.85218     85.1098    0.000383
6.63961     40.1813    0.000522
3.27333     73.2075    0.000175
5.85438     40.1685    0.000452
6.16058     39.645     0.000488
0.234474    29.3237    0.0989
4.01516     69.1815    4.77e-05
7.75984     57.1264    0.000175
3.65288     21.2918    0.000921
8.02361     44.8222    0.000561
9.96963     47.744     0.000699
4.41759     77.3718    0.000165
7.5741      74.8791    4.57e-05
6.68539     99.2504    0.000612
8.91776     93.9852    0.000246
0.0517765   54.177     0.0141
7.55653     47.8005    0.000429
9.57743     53.9022    0.000401
3.44301     57.8701    4.54e-05
0.928101    46.8293    0.00215
5.27433     87.3873    0.000402
0.0143609   36.0232   13.7
2.73872     87.1938    0.0014
8.81006     28.6996    0.00113
8.85431     75.9695    3.92e-05
8.93535     24.7855    0.00127
4.88498     24.3001    0.00072
5.06988     78.5549    0.000115
4.39021     44.1398    0.000307
9.85692     31.8365    0.00126
4.33167     43.9753    0.00031
8.71523     82.3862    3.62e-05
5.98224     89.8476    0.000388
1.94725     98.2632    0.00621
4.43015     73.5255    0.000103
6.17795     78.1714    8.35e-05
4.55859     33.747     0.000526
3.78806     44.0978    0.000313
4.12864     54.9302    9.82e-05
8.93503     77.4031    4.27e-05
9.86439     63.4504    2.97e-07
6.51578     39.8056    0.000518
9.68921     61.0062    7.86e-05
3.86844     22.9349    0.000829
5.93081     23.1803    0.000796
0.154533    66.802     0.0118
1.75382     56.0958    0.000105
7.5421      23.6309    0.00101
3.12445     48.5872    0.000234
2.8243      32.5635    0.000815
3.61231     45.196     0.000294
3.82449     23.2451    0.000829
9.87144     22.0053    0.00159
0.147969    48.0044    0.0601
3.56754     51.0334    0.000164
7.74538     42.6785    0.000586
2.18796     95.3255    0.00407
5.61104     57.2354    9.71e-05
7.74117     79.6176    3.46e-05
8.40298     29.4437    0.00103
1.33355     25.5187    0.00422
2.92522     48.7928    0.000243
8.59456     62.1634    1.51e-05
0.927323    52.9602    0.000825
2.24233     77.667     0.000602
6.72707     60.4839    5.22e-05
1.18902     86.2694    0.00644
8.70939     37.8984    0.000855
0.969846    23.8307    0.00823
3.08878     39.8908    0.000497
1.75256     79.459     0.000654
5.344       36.4241    0.000493
0.0243915   52.9974    0.0736
5.7607      69.867     2.85e-05
7.2564      86.8119    0.000206
3.35933     68.4644    5.46e-05
6.41536     31.6315    0.000677
9.14374     27.7002    0.00123
2.84997     54.4197    0.000104
6.32542     53.1394    0.00021
5.14869     56.9619    8.94e-05
1.88205     39.5334    0.00107
2.73172     85.8273    0.00124
2.52009     68.275     8.99e-05
1.007       80.1194    0.00148
9.06491     55.1317    0.000314
1.38038     27.3552    0.00368
7.266       31.7848    0.000784
3.56227     72.2397    0.000124
4.8191      24.1288    0.000723
0.717093    64.9618    0.000231
5.50421     87.8629    0.000386
6.50897     92.639     0.00041
7.13586     77.9255    6.48e-05
8.22503     92.6733    0.000261
8.36632     55.4525    0.00026
2.45854     68.6367    0.000106
6.16731     37.9408    0.000524
6.45135     25.6054    0.000804
2.53665     61.1875    6.73e-06
1.64965     35.2451    0.00181
4.41279     27.9594    0.000653
6.75204     68.2522    1.31e-05
5.77169     91.0177    0.000456
1.55777     36.2587    0.0019
9.02262     58.2183    0.000187
1.38944     25.5363    0.0039
7.34626     81.8628    4.22e-05
1.80038     41.0233    0.00104
1.75037     55.887     0.000113
0.65042     62.2068    6.18e-07
3.89758     52.4313    0.000138
1.66621     34.6908    0.00183
9.65618     55.9617    0.000316
8.86132     60.6453    8.14e-05
6.27041     57.1981    0.000118
0.0923144   81.9578    0.212
1.73706     29.6941    0.00215
6.74527     39.6557    0.000545
3.81619     84.0446    0.000442
3.23112     98.5477    0.00238
0.31338     93.3126    0.148
5.58901     39.8061    0.000441
6.19582     36.9218    0.000547
2.4924      75.1301    0.000406
3.02638     75.7224    0.000302
1.92825     68.0794    0.000142
6.39829     54.4259    0.000185
2.65051     87.566     0.00154
8.01011     36.8704    0.000774
5.48822     69.1046    2.55e-05
5.73704     39.7893    0.000451
6.34385     41.8596    0.000458
5.34262     63.1723    5.89e-07
0.263263    28.2545    0.083
0.440477    99.748     0.119
0.0893602   52.9654    0.0226
3.5045      96.7941    0.00182
3.39961     79.4502    0.000184
4.78145     65.1124    6.31e-06
6.61603     92.5262    0.000394
8.10472     97.7832    0.000384
5.84438     91.0118    0.000445
4.38782     31.5482    0.000576
5.76712     47.0928    0.000305
4.78238     70.2106    4.46e-05
3.26013     39.7816    0.000471
5.0666      40.7986    0.000392
8.68823     87.6607    0.000157
4.51164     47.7985    0.000235
7.52897     85.0584    0.000163
0.825288    35.2401    0.00678
4.81451     33.9331    0.000523
6.93579     35.1221    0.000666
3.49302     54.1843    0.000103
0.818605    38.1525    0.00578
0.0292476   89.4193   10.1
7.96585     77.3624    5.32e-05
6.20547     49.4885    0.000282
0.810299    80.5191    0.00229
7.46652     31.4871    0.000821
7.83364     83.5979    8.86e-05
9.90124     40.6036    0.000968
2.96798     71.4466    0.00015
1.98417     83.9498    0.00149
4.64954     20.2116    0.000814
6.38745     43.6595    0.000423
2.07654     27.7298    0.00166
6.49379     93.2494    0.000431
8.01117     51.2571    0.000372
5.95166     67.3563    1.23e-05
2.56842     95.2333    0.00297
8.02699     88.3097    0.000193
3.40852     43.4431    0.000351
3.83358     71.3624    8.94e-05
1.51348     32.0018    0.00252
8.35126     79.9463    2.52e-05
4.59912     92.6105    0.000799
0.135441    55.2517    0.00337
2.84905     60.1422    1.57e-05
8.60586     65.2206    2.15e-06
1.11375     73.358     0.00145
1.08141     73.983     0.0017
1.66764     41.9876    0.00112
2.184       39.7255    0.000795
5.62897     63.7076    1.29e-06
1.24196     83.8077    0.00345
5.61264     60.6987    3.34e-05
3.61829     54.3787    0.000101
7.82785     71.6989    2.41e-05
5.86081     84.0502    0.000193
3.02673     61.1712    8.6e-06
9.99725     46.4527    0.000756
1.49478     22.5894    0.00377
8.45659     56.7904    0.000217
5.25565     96.4286    0.000811
2.80377     82.5812    0.000358
4.70128     58.1386    6.04e-05
6.81577     26.2009    0.000839
1.81714     72.5582    0.000485
8.08793     68.2615    9.28e-06
6.35042     41.8726    0.000458
8.46499     61.3618    4.68e-05
7.97936     68.5571    1.05e-05
3.05242     86.1357    0.00103
5.65126     30.4195    0.00063
0.143795    86.4133    0.377
8.76354     58.0701    0.000183
7.65395     79.1767    4.36e-05
2.31331     82.9348    0.000618
9.08321     68.6042    8.25e-06
9.74539     87.7602    0.000127
8.27427     29.3763    0.00101
9.13837     42.6031    0.000775
3.35846     95.0394    0.00175
2.10116     90.6164    0.00311
5.30869     31.7112    0.000584
3.93326     36.5742    0.000485
6.94373     58.7667    0.000101
3.04408     72.3926    0.000173
6.43865     81.4528    4.86e-05
7.26247     53.1187    0.000265
7.00331     87.3336    0.000231
4.23337     23.6389    0.000762
5.96739     38.0058    0.000505
8.3388      48.3175    0.000491
2.46857     22.7211    0.00144
4.57624     97.7419    0.00116
7.2073      53.1927    0.000259
8.75238     49.0026    0.000511
2.07347     88.5878    0.0027
0.287499    39.9894    0.0373
1.32507     68.1523    0.000301
2.47229     48.4031    0.000313
1.25385     42.7478    0.00181
4.74267     61.8914    8.7e-06
2.47367     51.709     0.000197
0.27161     89.2999    0.143
8.27896     31.1598    0.000964
7.715       25.9786    0.000989
8.81042     92.9425    0.000233
8.07172     46.7115    0.000512
9.96733     66.9664    3.88e-06
0.00751975  34.719    48.8
6.0371      57.3458    0.000107
1.32248     58.5552    4.91e-05
2.09315     69.8349    0.000201
0.871813    46.9463    0.00239
4.7339      23.611     0.000735
3.49535     95.7699    0.0017
4.21685     88.0525    0.000656
9.62964     44.4337    0.000783
9.91166     61.0162    8.16e-05
7.09095     22.2687    0.000968
5.21448     46.7977    0.00028
7.32547     41.0852    0.000577
7.77194     90.8319    0.000253
2.94528     20.0103    0.00118
0.654467    88.9318    0.0256
5.34008     55.6265    0.000119
5.85994     62.1202    8.26e-06
5.31314     85.5139    0.000334
6.43274     72.8104    4.4e-05
3.85883     97.5246    0.00158
5.27755     85.0495    0.000324
2.00164     92.2585    0.00387
6.15707     87.9004    0.000312
9.77869     28.7794    0.00134
6.48238     68.1149    1.36e-05
6.02312     60.9803    3.23e-05
7.67032     73.0207    3.25e-05
1.56597     70.1111    0.000379
2.76184     39.7421    0.00058
2.25601     78.4579    0.000549
3.50237     21.347     0.000963
4.28043     78.309     0.000165
5.67374     47.9148    0.000282
2.0929      43.2597    0.000651
3.07937     72.3415    0.000167
9.70161     89.4342    0.000147
8.66782     54.4506    0.000314
8.06577     80.5567    2.64e-05
4.54082     91.1935    0.000735
9.59598     94.309     0.000219
0.66475     85.0876    0.0177
2.73989     65.6002    2.51e-05
9.30178     63.4688    3.43e-07
7.48062     89.718     0.000249
2.49159     25.8629    0.00126
7.07265     90.5235    0.000296
7.74099     42.6909    0.000586
4.9369      25.1751    0.000702
5.77463     53.3638    0.000179
4.45177     25.4516    0.000705
5.7555      91.4947    0.000476
9.53409     66.5531    3.55e-06
3.99985     43.6511    0.000318
6.58244     58.1125    0.000107
5.46001     85.2508    0.000309
2.43952     50.3297    0.000248
7.95729     69.9868    1.57e-05
4.92348     95.9751    0.000892
8.92208     57.8148    0.000199
9.21275     78.6505    3.59e-05
9.31125     33.6144    0.00109
2.70797     53.6728    0.000126
4.68856     49.3726    0.00021
7.99987     51.8278    0.000353
3.87483     74.8316    0.000166
7.15892     49.6386    0.000347
4.98326     34.7413    0.000511
7.41655     73.5953    3.85e-05
9.12059     76.9157    4.04e-05
1.06548     52.9049    0.000643
1.29168     63.5953    1.99e-05
7.03501     55.1071    0.000199
3.27998     53.1883    0.000123
0.849893    88.0009    0.0143
8.23777     89.4562    0.000202
0.256044    40.7671    0.0439
5.15155     59.8505    4.18e-05
5.73086     69.1118    2.34e-05
5.36725     96.8303    0.0008
1.09222     79.9122    0.0013
9.75065     83.8153    6.38e-05
5.37213     80.7079    5.92e-05
6.11985     98.1116    0.000675
2.25558     24.0475    0.00163
3.68514     62.4185    1.05e-06
0.578301    38.3095    0.0111
3.13323     66.2913    2.75e-05
0.696718    28.4234    0.013
7.98677     76.4576    5.03e-05
3.24374     46.2295    0.000289
9.31473     97.4746    0.000288
8.20824     98.2783    0.000387
3.06893     78.0197    0.000323
7.41409     67.9516    9.93e-06
5.11532     66.4283    1.13e-05
8.45268     84.5425    0.000123
1.60114     46.8724    0.000755
3.23383     79.9433    0.000158
1.79827     38.5275    0.00125
4.27402     45.0374    0.000287
7.94154     81.7101    3.47e-05
8.48701     32.2935    0.000973
8.50054     28.1461    0.00108
4.19293     85.0745    0.000506
9.1324      98.9817    0.000329
1.39003     45.6436    0.00113
7.80653     82.0847    4.02e-05
2.84094     56.0231    7.22e-05
4.65461     31.8092    0.000565
6.95723     44.6684    0.000452
0.0468703   86.5327    3.24
4.37358     45.7112    0.000274
4.7732      26.5159    0.000674
5.95717     87.0579    0.000308
6.63037     25.2142    0.000835
7.8592      55.8938    0.000218
0.109525    86.6803    0.649
9.55299     26.6967    0.00136
0.643429    41.5762    0.00715
6.36024     98.8899    0.000659
0.760391    98.3975    0.0382
2.6808      40.251     0.000578
7.97645     83.7794    9.27e-05
6.99111     99.3174    0.000563
2.39567     60.2076    1.33e-05
3.86579     21.1753    0.000877
2.30937     20.5771    0.00176
6.99366     33.1358    0.000717
9.70031     97.1741    0.000261
0.00119054  44.7992  260
4.96864     54.8418    0.000121
6.46169     99.1883    0.000651
8.07861     92.3923    0.000265
8.79855     34.6216    0.000965
3.21373     58.4731    3.58e-05
9.67257     60.8475    8.63e-05
4.94056     65.8536    9.13e-06
0.746779    21.888     0.0145
6.23315     97.1639    0.000613
1.53727     88.739     0.00487
3.07766     75.7662    0.000294
1.03214     47.556     0.00161
8.98408     20.5227    0.00141
2.94046     93.2389    0.00199
5.85158     97.4573    0.000706
1.74113     31.7817    0.00195
3.77729     41.2504    0.000382
5.04052     40.7623    0.000392
8.02677     82.3788    4.24e-05
5.04837     56.6737    9.16e-05
1.0576      32.1516    0.00496
5.42942     47.2081    0.000283
0.345944    35.3711    0.0352
3.99674     42.0996    0.000353
1.15896     24.1302    0.0058
7.55117     28.2089    0.000909
5.31259     60.1887    3.86e-05
6.79289     57.9077    0.000118
3.9994      62.2086    3.34e-06
1.74046     89.7951    0.00418
4.47008     30.6384    0.000593
7.0468      25.0926    0.000897
5.49238     70.3714    3.54e-05
5.53664     86.278     0.000331
4.97128     32.0969    0.000563
7.21525     79.2638    4.71e-05
3.44372     42.1496    0.000383
0.630335    89.7144    0.0293
4.55013     38.4011    0.000428
4.60393     55.2722    0.000103
2.88155     61.4894    6.02e-06
6.61288     82.9315    7.96e-05
8.40678     99.2428    0.000393
7.8306      80.0701    2.79e-05
9.03969     73.7136    2.68e-05
9.88809     20.6522    0.00165
3.39193     53.8537    0.000109
9.60441     57.9378    0.000223
0.730415    70.1373    0.00167
8.33449     98.3271    0.000377
7.94942     98.7233    0.000424
7.07375     70.5224    2.25e-05
6.35811     68.7959    1.75e-05
4.68743     56.5638    8.44e-05
